Turkey;Edible products and preparations of food;Labour rights (9 risks);Freedom of association;Turkey scores a 5 on the ITUC Global Rights Index (scale 1-5) for freedom of association and workers' rights, which stands for no guarantee of rights. Countries with the rating of 5 are the worst countries in the world to work in. While the legislation may spell out certain rights, workers have effectively no access to these rights and are therefore exposed to autocratic regimes and unfair labour practices. In 2019, this resulted in discrimination and dismissal of trade union employees. Trade union leaders were arrested and prosecuted.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Freedom of association;According to the ITUC Global Rights Index, MENA countries receive a score of 4.5 (a score of 5 means there are no workers' rights). 94 percent of the countries violated the right to strike and the right to collective bargaining. All 18 countries excluded workers from the right to form and join a union. 83 percent of countries in the Middle East and North Africa denied workers access to justice. All 18 countries obstructed the registration of trade unions. 44 percent of countries arrested and detained workers and workers were subjected to violent attacks. 83 percent of countries in the Middle East and North Africa restricted freedom of speech and assembly.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Forced labour & human trafficking;More than a million Syrian refugees are in Turkey without documents. This makes them vulnerable to exploitation and human trafficking. Syrian refugees (including children) are forced to beg on the streets, work in restaurants, textile factories, markets, in shops, blacksmith shops and agriculture in Turkey.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Child labour;Thousands of Syrian children who fled to Lebanon, Jordan, Iraq and Turkey due to the war, are working. They often work in agriculture, the construction sector or in small shops. Almost 60% of the children interviewed by Terre des Hommes indicated that they work more than 7 hours per day, and a third of the children works 7 days per week.In this way, they try to provide for their families, or are themselves breadwinners. Many are exposed to pesticides, toxic chemicals, heavy loads and exhausting hours.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Discrimination & gender;While women enjoy the same rights as men by law, societal and official discrimination are widespread. Women face discrimination in employment.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Discrimination & gender;There are strong signals that persistent discrimination, impunity for violence, and lack of legal recognition and protection for LGBT people in Turkey remains a problem.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Discrimination & gender;In recent years, the state of religious freedom in Turkey has worsened. The Turkish government has indiscriminately designated those affiliated with Muhammed Fethullah Gülen (Gülen movement) as part of a terrorist organization. Government officials also engage in anti-Semitism in the form of public statements and comments made on social media platforms, while progovernment newspapers and media outlets propagated hate speech directed against both Christians and Jews.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Discrimination & gender;Women are economically and socially disadvantaged. Non-Sunni and non-Islamic religions have no legally secured status.
Turkey;Edible products and preparations of food;Labour rights (9 risks);Wage & remuneration;Syrian refugees in Turkey do not earn the same salaries as Turkish employees and are paid far below the minimum wage. As a result, children have to work in order to support their family in terms of food.
Turkey;Edible products and preparations of food;Environment (5 risks);Biodiversity & deforestation;Industrial pollution, Construction of dams and power plants, the use of pesticides, excessive grazing and forest fires have a very negative influence on the Turkish flora and fauna. In practice, international treaties on the area of nature protection and biodiversity are not properly complied with. Turkish forests are under heavy pressure by illegal logging, illegal construction and livestock farming. Also forest fires are intentionally started to use the land for construction and tourism.
Turkey;Edible products and preparations of food;Environment (5 risks);Water use & water availability;Turkey faces moderate to severe freshwater scarcity in the spring-summer period.
Turkey;Edible products and preparations of food;Environment (5 risks);Air pollution;According to the World Health Organisation (WHO), this country suffers excessive air pollution.The annual average PM2.5 level here is higher than 35 ug/m3, which the WHO describes as the first intermediate target for countries. At this level, there is a 15% greater risk of long-term mortality than at the recommended maximum annual average of 10 ug/m3. This means your employees in these countries (depending on the precise work location) are likely to be exposed to air pollution, with illness and premature death as possible consequences.
Turkey;Edible products and preparations of food;Environment (5 risks);Soil & (ground)water contamination;Water sources and rivers in Turkey are becoming polluted by urbanisation, industrialisation and the use of chemicals in agriculture.
Turkey;Edible products and preparations of food;Environment (5 risks);Environment & waste (general);Urbanization in Turkey has led to uncontrolled waste dumping. Due to inadequate infrastructure for disposal of industrial waste (half of it dangerous waste) and only one available incinerator for dangerous waste, the majority is disposed of by municipalities. This creates severe pollution (through, among others, toxic substances or heavy metals) of garbage dumps and other dumpsites.Furthermore, the import of plastic waste from the UK is increasing according to the Guardian. Turkey recycles just 1% of its domestic waste, sending the rest to landfill.
Turkey;Polymers of ethylene (in primary forms);Fair business practices (3 risks);Taxation;According to OECD, Turkey is only partially compliant with the international standard of transparency and exchange of information for tax purposes. This means that Turkey could be seen as a ‘tax haven’.
Turkey;Polymers of ethylene (in primary forms);Fair business practices (3 risks);Corruption;According to the Corruption Perceptions Index, the corruption score of Turkey is 38, on a scale of 0 (highly corrupt) to 100 (very clean). This means that the risk of corruption in Turkey is high.
Turkey;Polymers of ethylene (in primary forms);Fair business practices (3 risks);Corruption;Corruption may occur regularly in Turkey in governmental organizations and business partners, for instance paying bribes, reducing import charges or falsifying official documents. Especially in customs corruption plays a role, but also labour inspectors are supposedly easily bribed. Additionally, when competing for public tenders you may be confronted with corruption.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Government influence;Turkey is considered to be "not free" according to the Freedom House Country List. This means that there is an oppressive regime, with regard to political rights and civil liberties.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Government influence;Turkey's press freedom is poor: it is becoming increasingly difficult for journalists to work freely, they are imprisoned or have their property taken away. There is no guarantee of a fair trial. Maintaining the independence of the press is made more difficult by the Turkish government. Also, a new law seems to restrict freedom of expression on social media.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Government influence;Turkey is ranked 149 out of 180 countries in the World Press Freedom Index with a score of 41.25 on a scale from 0 (worst possible score) and 100 (best possible score). This means that press freedom is limited.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Government influence;Turkey is ranked 117<sup>th</sup> out of 139 countries in the Rule of Law Index with a score of 0.42 on a scale from 0 (worst possible score) and 1 (best possible score). This means that this country performs poorly in the areas of corruption, openness of government and enforcement of regulations around rights, order, security, civil and criminal law.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Government influence;The number of journalists jailed globally because of their work hit a new high in 2020 as governments cracked down on coverage of COVID-19 or tried to suppress reporting on political unrest.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Conflicts & security;The score of Turkey on the Global Peace Index is 2.785 out of 5, which means it scores low in the areas of (inter)national conflict, societal security and militarization.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Conflicts & security;This country is marked as a 'high risk' country for terrorist attacks and political violence on the Aon Terrorism &amp; Political Violence Risk Map. It is considered as level 4 on a 1-5 scale.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Community impact;Chemical manufacturing is a large source of pollution worldwide, potentially putting about 3 million people at risk of exposure. Most contaminated chemical manufacturing sites are in China, Eastern Europe and South Asia, but they are likely to be found all over the world.The pollutants found in the largest quantities at chemical manufacturing sites investigated by Pure Earth include pesticides and volatile organic compounds. However, other pollutants found include arsenic, cadmium, cyanide, mercury, chromium and lead.
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Consumer interests & product safety;Microplastics are near-indestructible and end up in the air and water through for example plastic waste, cosmetic products and through the wear of car tires. Once the microplastics are in the air, they can be inhaled. This can cause various health problems, such as inflammation and shortness of breath, it can make the production of proteins more difficult, have an endocrine disrupting effect and affect the immune system. <br />
Turkey;Polymers of ethylene (in primary forms);Human rights & ethics (10 risks);Consumer interests & product safety;There are various chemicals that are dangerous for humans and the environment because they are, for example, carcinogenic, hinder reproduction, or accumulate in the food chain. These chemicals can be identified with the following European legislation and agreements:<ul>	<li>The list of <a href="https://www.ospar.org/work-areas/hasec/hazardous-substances/priority-action">Chemicals for Priority Action</a> of the OSPAR Commission;</li>	<li>The list of <a href="https://echa.europa.eu/substances-restricted-under-reach">Restricted Substances</a> and the <a href="https://echa.europa.eu/web/guest/candidate-list-table">Candidate List of substances of very high concern</a> under REACH;</li>	<li><a href="https://ec.europa.eu/environment/water/water-framework/priority_substances.htm">Water Framework priority substances</a>;</li>	<li><a href="https://ec.europa.eu/environment/chemicals/international_conventions/index_en.htm">Persistent organic pollutants</a>.</li></ul>
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Freedom of association;In 2021, the Turkish government continued to severely restrict civil liberties and workers' freedoms and rights were relentlessly denied with police crackdowns on protests, while trade union leaders were arbitrarily arrested and their homes raided. Employers systematically cracked down on unions by firing workers who tried to organise, especially in the metal, glass, leather and plastics industries.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Freedom of association;Turkey scores a 5 on the ITUC Global Rights Index (scale 1-5) for freedom of association and workers' rights, which stands for no guarantee of rights. Countries with the rating of 5 are the worst countries in the world to work in. While the legislation may spell out certain rights, workers have effectively no access to these rights and are therefore exposed to autocratic regimes and unfair labour practices. In 2019, this resulted in discrimination and dismissal of trade union employees. Trade union leaders were arrested and prosecuted.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Freedom of association;According to the ITUC Global Rights Index, MENA countries receive a score of 4.5 (a score of 5 means there are no workers' rights). 94 percent of the countries violated the right to strike and the right to collective bargaining. All 18 countries excluded workers from the right to form and join a union. 83 percent of countries in the Middle East and North Africa denied workers access to justice. All 18 countries obstructed the registration of trade unions. 44 percent of countries arrested and detained workers and workers were subjected to violent attacks. 83 percent of countries in the Middle East and North Africa restricted freedom of speech and assembly.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Labour conditions (contracts, working hours);Working conditions is an important issue in the chemical industry. Poor working conditions and labour standards can occur in regions with little or no regulation.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Forced labour & human trafficking;More than a million Syrian refugees are in Turkey without documents. This makes them vulnerable to exploitation and human trafficking. Syrian refugees (including children) are forced to beg on the streets, work in restaurants, textile factories, markets, in shops, blacksmith shops and agriculture in Turkey.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Child labour;Thousands of Syrian children who fled to Lebanon, Jordan, Iraq and Turkey due to the war, are working. They often work in agriculture, the construction sector or in small shops. Almost 60% of the children interviewed by Terre des Hommes indicated that they work more than 7 hours per day, and a third of the children works 7 days per week.In this way, they try to provide for their families, or are themselves breadwinners. Many are exposed to pesticides, toxic chemicals, heavy loads and exhausting hours.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Discrimination & gender;While women enjoy the same rights as men by law, societal and official discrimination are widespread. Women face discrimination in employment.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Discrimination & gender;There are strong signals that persistent discrimination, impunity for violence, and lack of legal recognition and protection for LGBT people in Turkey remains a problem.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Discrimination & gender;In recent years, the state of religious freedom in Turkey has worsened. The Turkish government has indiscriminately designated those affiliated with Muhammed Fethullah Gülen (Gülen movement) as part of a terrorist organization. Government officials also engage in anti-Semitism in the form of public statements and comments made on social media platforms, while progovernment newspapers and media outlets propagated hate speech directed against both Christians and Jews.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Discrimination & gender;Women are economically and socially disadvantaged. Non-Sunni and non-Islamic religions have no legally secured status.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Wage & remuneration;Syrian refugees in Turkey do not earn the same salaries as Turkish employees and are paid far below the minimum wage. As a result, children have to work in order to support their family in terms of food.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Health & safety at work;In the plastics and rubber industry, high noise levels can occur. This is determined by the construction of the machines, the preparation and the number of machines in the workspace, the design of work and the decoration of the space and the nature of the products manufactured.<br /><br />Prolonged exposure to noise above 80 decibels may cause hearing damage. This hearing loss is permanent. Additional effects may be: elevated blood pressure, fatigue and loss of concentration.
Turkey;Polymers of ethylene (in primary forms);Labour rights (13 risks);Health & safety at work;Chemicals can have significant negative impacts on people’s lives, particularly vulnerable groups such as workers, indigenous and low-income communities: both in their workplaces and in their homes, affecting resources that their communities depend upon.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Climate & energy;The chemical industry makes intensive use of raw materials and energy. A lot of fossil fuels (oil, gas, coal) are used, as well as water, air, metals, palm oil and minerals (including phosphorus).
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Biodiversity & deforestation;Microplastics are near-indestructible in natural environments and enter the oceans through litter, when waste such as plastic bags, packaging and other convenience materials are discarded. The global release of microplastics into the ocean is estimated at around 1.5million tonnes per year. Cosmetic products like toothpaste and exfoliating creams contain microbeads which easily enter waterways as these products are washed off after use. Through waterways they end up in oceans.Small fish think that these microbeads and microplastics are food. According to research, some young fish even prefer tiny particles of plastic to their natural food source. Because fish cannot digest plastic they eventually starve to death before they can reproduce. Small fish are food for bigger animals such as other fish, birds and marine mammals so the microplastics end up in their foodchain as well.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Biodiversity & deforestation;Industrial pollution, Construction of dams and power plants, the use of pesticides, excessive grazing and forest fires have a very negative influence on the Turkish flora and fauna. In practice, international treaties on the area of nature protection and biodiversity are not properly complied with. Turkish forests are under heavy pressure by illegal logging, illegal construction and livestock farming. Also forest fires are intentionally started to use the land for construction and tourism.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Water use & water availability;In all OECD countries the chemical manufacturing industry is the largest single consumer of water by sector. The large amount of process water used also provides many opportunities for pollutants to be released through wastewater.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Water use & water availability;Turkey faces moderate to severe freshwater scarcity in the spring-summer period.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Air pollution;Microplastics can reach and affect remote, sparsely inhabited areas by wind. Microplastics, which are completely invisible, are near-indestructible in natural environments and can be harmful to oceans and aquatic life. Fragments are travelling through the atmosphere over distances of at least 60 miles.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Air pollution;Air pollution is mainly caused by burning fossil fuels and the emission of harmful substances into the atmosphere, that form new harmful compounds. This can lead to: acidification (acid rain), eutrophication (extreme algae growth), climate chang and affecting the ozone layer.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Air pollution;According to the World Health Organisation (WHO), this country suffers excessive air pollution.The annual average PM2.5 level here is higher than 35 ug/m3, which the WHO describes as the first intermediate target for countries. At this level, there is a 15% greater risk of long-term mortality than at the recommended maximum annual average of 10 ug/m3. This means your employees in these countries (depending on the precise work location) are likely to be exposed to air pollution, with illness and premature death as possible consequences.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Soil & (ground)water contamination;The production and processing of chemicals contributes to soil contamination. Industrial water pollution of the global chemicals sector is considered to be very serious. Wastewater treatment often does not remove all pollutants. Chemicals may be toxic to human beings and they may also be damaging to the environment through toxicity to animal and plant species. The origin of these chemical wastes varies greatly and depends on the local situation, but typically discarded chemicals, manufacturing by-products and waste solvents contribute to the waste stream.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Soil & (ground)water contamination;Water sources and rivers in Turkey are becoming polluted by urbanisation, industrialisation and the use of chemicals in agriculture.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Environment & waste (general);The disposal of plastic products has considerable consequences for the environment. Most plastics are not biodegradable. They will remain in landfills until being cleared. The size of the land required for landfills is a growing concern throughout the world. Many landfills are still in use and many former landfills are not yet rehabilitated.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Environment & waste (general);A new study, published in the journal Environmental Science &amp; Technology, shows that chemical pollution on Earth has crossed a planetary boundary. This means that the human-caused changes to the Earth due to chemical pollution has pushed the environment out of its stable state. Chemical pollution damages basic and vital biological and physical processes on Earth.
Turkey;Polymers of ethylene (in primary forms);Environment (13 risks);Environment & waste (general);Urbanization in Turkey has led to uncontrolled waste dumping. Due to inadequate infrastructure for disposal of industrial waste (half of it dangerous waste) and only one available incinerator for dangerous waste, the majority is disposed of by municipalities. This creates severe pollution (through, among others, toxic substances or heavy metals) of garbage dumps and other dumpsites.Furthermore, the import of plastic waste from the UK is increasing according to the Guardian. Turkey recycles just 1% of its domestic waste, sending the rest to landfill.
